学部,学科,研究室名,所属教員,号館・部屋,公式HP,備考
Ⅲ類（理工系）,電子工学プログラム,奥野 剛史 研究室,奥野 剛史,東6号館401,http://www.tcc.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-17 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-7／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A46 ｜ 夢ナビ: https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g006554&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal ｜ VideoUEC: https://www.youtube.com/watch?v=6ITNL1rDn9c／https://www.youtube.com/watch?v=T9Y6kdSdEhw ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.tcc.pc.uec.ac.jp/
Ⅲ類（理工系）,電子工学プログラム,海津 利行 研究室,海津 利行,西8号館714,http://www.crystal.ee.uec.ac.jp/index.html,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,電子工学プログラム,酒井 剛 研究室,酒井 剛,東3号館1025,http://www.t-sakai.cei.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-18 ｜ ラボガイド更新: 2025-07-03 ｜ VideoUEC: https://www.youtube.com/watch?v=2ck1mIpSWv0 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.t-sakai.cei.uec.ac.jp/access.html
Ⅲ類（理工系）,電子工学プログラム,坂本 克好 研究室,坂本 克好,西8号館719,http://www.crystal.ee.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-19 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,電子工学プログラム,志賀 智一 研究室,志賀 智一,西8号館601,http://www.es.uec.ac.jp/faculty/shiga-tomokazu/index.html,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-20 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,電子工学プログラム,島田 宏 研究室,島田 宏,東6号館408,http://inaho.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-21 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-8／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A47 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,電子工学プログラム,曽我部 東馬 研究室,曽我部 東馬,西8号館717,https://cluster-iperc.matrix.jp,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-22 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,電子工学プログラム,塚本 貴広 研究室,塚本 貴広,西1号館205／西1号館207／西1号館209,http://www.tsukamoto.es.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-23 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.tsukamoto.es.uec.ac.jp/access.html
Ⅲ類（理工系）,電子工学プログラム,中村 淳・新𠮷 直樹 研究室,中村 淳・新𠮷 直樹,中村 淳: 西2号館307,http://www.natori.ee.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-24 ｜ ラボガイド更新: 2026-04-14 ｜ 出張講義: Ⅲ類-9／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A48 ｜ 夢ナビ: https://talk.yumenavi.info/archives/1735?site=d&close=true ｜ VideoUEC: https://www.youtube.com/watch?v=972M_sn--88 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.natori.ee.uec.ac.jp/map.html
Ⅲ類（理工系）,電子工学プログラム,古川 怜 研究室,古川 怜,西8号館815,https://furugroup.wordpress.com/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-26 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-10／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A49 ｜ 夢ナビ: https://talk.yumenavi.info/archives/2137?site=d&close=true ｜ VideoUEC: https://www.youtube.com/shorts/Ue8Ph4VVpjQ ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,電子工学プログラム,水柿 義直 ・ Oon Sim Jui 研究室,水柿 義直 ・ Oon Sim Jui,水柿 義直: 西8号館707／Oon Sim Jui: 西8号館705,http://www.mizugaki.es.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-27 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-11、12／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A50／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A51 ｜ 夢ナビ: https://talk.yumenavi.info/archives/1922?site=d&close=true ｜ VideoUEC: https://www.youtube.com/watch?v=b7_Txz7aiB0／https://www.youtube.com/shorts/QfZ8u5ghO2A ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,電子工学プログラム,宮下 直也 研究室,宮下 直也,西8号館513,,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-28 ｜ ラボガイド更新: 2025-07-03 ｜ ラボガイドに研究室URLなし ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,電子工学プログラム,山口 浩一 研究室,山口 浩一,西8号館505,http://www.crystal.ee.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-29 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-13／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A52 ｜ 夢ナビ: https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g002604&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal／https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g002603&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal／https://yumenavi.info/vue/lecture.html?University=V&SearchMod=4&SerKbn=3&ProId=WNF026&Page=1&GNKCD=g002605&KeyWord=%E9%9B%BB%E6%B0%97%E9%80%9A%E4%BF%A1%E5%A4%A7%E5%AD%A6&back=&CLGAKOCD=033840&mxorder=&gakubunm=&gakkanm=&From=portal ｜ VideoUEC: https://www.youtube.com/watch?v=Yhe4DuTfksU ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,光工学プログラム,浅原 彰文 研究室,浅原 彰文,東6号館435,http://www.asahara-lab.es.uec.ac.jp,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-30 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.asahara-lab.es.uec.ac.jp/member.html
Ⅲ類（理工系）,光工学プログラム,上野 芳康 研究室,上野 芳康,西2号館313,http://www.ultrafast.ee.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-31 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,光工学プログラム,大饗 千彰 研究室,大饗 千彰,東6号館609,https://sites.google.com/gl.cc.uec.ac.jp/ohae-lab/home,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-32 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/gl.cc.uec.ac.jp/ohae-lab/home/member
Ⅲ類（理工系）,光工学プログラム,桂川 眞幸 研究室,桂川 眞幸,東6号館622,http://www.mklab.es.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-33 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-14／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A53 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.mklab.es.uec.ac.jp/about_us.html
Ⅲ類（理工系）,光工学プログラム,加藤 峰士 研究室,加藤 峰士,東6号館436,http://www.kato-comb.lab.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-34 ｜ ラボガイド更新: 2025-10-15 ｜ 追加URL: http://www.femto-comb.es.uec.ac.jp/ ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.kato-comb.lab.uec.ac.jp/access/access.html
Ⅲ類（理工系）,光工学プログラム,張 贇 研究室,張 贇,西2号館407,http://www.wzlab1.es.uec.ac.jp/index.html,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-35 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.wzlab1.es.uec.ac.jp/index.html
Ⅲ類（理工系）,光工学プログラム,庄司 暁 研究室,庄司 暁,西2号館309,http://www.phomat.es.uec.ac.jp/japanese/HOME.html,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-36 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,光工学プログラム,白川 晃 研究室,白川 晃,西7号館701,http://www.ils.uec.ac.jp/~shirakawa_lab/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-37 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP http://www.ils.uec.ac.jp/~shirakawa_lab/
Ⅲ類（理工系）,光工学プログラム,沈 青 研究室,沈 青,東6号館508,http://www.shen.es.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-38 ｜ ラボガイド更新: 2026-04-13 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.shen.es.uec.ac.jp/information.htm
Ⅲ類（理工系）,光工学プログラム,戸倉川 正樹 研究室,戸倉川 正樹,西7号館703,https://masatoku81.wixsite.com/tokurakawa-lab,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-39 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,光工学プログラム,西岡 一 研究室,西岡 一,,http://www.ils.uec.ac.jp/~nishioka/default.html,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-40 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室は2026年度シラバス・研究室HP・基盤理工学専攻教員紹介から部屋番号が見つからず
Ⅲ類（理工系）,光工学プログラム,美濃島 薫 研究室,美濃島 薫,東6号館321,http://www.femto-comb.es.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-41 ｜ ラボガイド更新: 2025-10-22 ｜ VideoUEC: https://www.youtube.com/shorts/clOiqInXmuk ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.femto-comb.es.uec.ac.jp/about.html
Ⅲ類（理工系）,光工学プログラム,武者 満 研究室,武者 満,西7号館717,http://www.ils.uec.ac.jp/~musha/index.html,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-42 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP http://www.ils.uec.ac.jp/~musha/access.html
Ⅲ類（理工系）,光工学プログラム,米田 仁紀 研究室,米田 仁紀,西7号館711,http://www.ils.uec.ac.jp/~yoneda/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-43 ｜ ラボガイド更新: 2025-07-03 ｜ VideoUEC: https://www.youtube.com/watch?v=e5Bbs2zgR6Y ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,光工学プログラム,渡邉 恵理子 研究室,渡邉 恵理子,東9号館302,http://www.fourier.lab.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-44 ｜ ラボガイド更新: 2026-07-14 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.fourier.lab.uec.ac.jp/member.html
Ⅲ類（理工系）,光工学プログラム,坂野 昌人 研究室,坂野 昌人,西2号館409,https://sites.google.com/view/sakano-group/,専攻: 基盤理工学専攻 ｜ ラボガイド更新: 2026-05-08 ｜ 追加URL: https://researchmap.jp/masato_sakano ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,物理工学プログラム,池田 暁彦 研究室,池田 暁彦,東6号館402,https://sites.google.com/view/uec-ikeda/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-45 ｜ ラボガイド更新: 2025-07-15 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/uec-ikeda/
Ⅲ類（理工系）,物理工学プログラム,岩國 加奈 研究室,岩國 加奈,西7号館704,https://iwakuni-lab.jimdofree.com/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-46 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,物理工学プログラム,遠藤 晋平 研究室,遠藤 晋平,東6号館515,http://www.qfbt.lab.uec.ac.jp/index.html,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-47 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.qfbt.lab.uec.ac.jp/member.html
Ⅲ類（理工系）,物理工学プログラム,尾関 之康 研究室,尾関 之康,東6号館534,http://stat.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-49 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP http://stat.pc.uec.ac.jp/Life.html
Ⅲ類（理工系）,物理工学プログラム,岸本 哲夫 研究室,岸本 哲夫,東6号館628,http://klab.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-50 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://klab.pc.uec.ac.jp/contact.html
Ⅲ類（理工系）,物理工学プログラム,桑原 大介 研究室,桑原 大介,東6号館109,http://www.cia.uec.ac.jp/hp/webpages/kuwalab.html,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-51 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,物理工学プログラム,小久保 伸人 研究室,小久保 伸人,東6号館601,http://ltp.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-52 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,物理工学プログラム,斎藤 弘樹 研究室,斎藤 弘樹,東6号館428,http://hs.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-53 ｜ ラボガイド更新: 2025-10-15 ｜ 出張講義: Ⅲ類-15、16／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A54／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A55 ｜ VideoUEC: https://www.youtube.com/shorts/Pwo2NzoMtTk ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://hs.pc.uec.ac.jp/access.html
Ⅲ類（理工系）,物理工学プログラム,佐々木 成朗 研究室,佐々木 成朗,東1号館309,http://nanotribo.g-edu.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-54 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-17／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A56 ｜ 夢ナビ: https://talk.yumenavi.info/archives/2101?site=d&close=true ｜ VideoUEC: https://www.youtube.com/watch?v=vH3kEJZBXgk ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP http://nanotribo.g-edu.uec.ac.jp/access.html
Ⅲ類（理工系）,物理工学プログラム,清水 亮介 研究室,清水 亮介,東6号館416,http://rs.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-55 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://rs.pc.uec.ac.jp/
Ⅲ類（理工系）,物理工学プログラム,谷口 淳子 研究室,谷口 淳子,東1号館101,http://lt.phys.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-57 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,物理工学プログラム,丹治 はるか 研究室,丹治 はるか,西7号館715,http://www.ils.uec.ac.jp/~tanji/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-58 ｜ ラボガイド更新: 2025-07-03 ｜ 出張講義: Ⅲ類-18／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A57 ｜ 夢ナビ: https://talk.yumenavi.info/archives/2386?site=d&close=true ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,物理工学プログラム,中川 賢一 研究室,中川 賢一,西7号館705,http://www.ils.uec.ac.jp/~naka_lab/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-59 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,物理工学プログラム,中村 仁 研究室,中村 仁,東1号館203,http://www.ray.pc.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-60 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.ray.pc.uec.ac.jp/
Ⅲ類（理工系）,物理工学プログラム,中村 信行 研究室,中村 信行,西7号館707,http://yebisu.ils.uec.ac.jp/nakamura/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-61 ｜ ラボガイド更新: 2025-10-15 ｜ 出張講義: Ⅲ類-19、20／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A58／https://docs.google.com/spreadsheets/d/1uJxsIAV9MO5RpW4ZK4avdf7bVvsVnyvn/edit?gid=905872286#gid=905872286&range=A59 ｜ 夢ナビ: https://douga.yumenavi.info/Lecture/PublishDetail/2022001470?back= ｜ VideoUEC: https://www.youtube.com/watch?v=b1H3PjIpTSU ｜ 追加URL: https://twitter.com/nobu_ils ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 基盤理工学専攻教員紹介 https://www.es.uec.ac.jp/faculty/
Ⅲ類（理工系）,物理工学プログラム,Nayak Kali Prasanna 研究室,Nayak Kali Prasanna,西2号館411,https://sites.google.com/view/kali-prasanna-nayak-uec/home,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-62 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://sites.google.com/view/kali-prasanna-nayak-uec/contact
Ⅲ類（理工系）,物理工学プログラム,松林 和幸 研究室,松林 和幸,東6号館421,http://www.m-lab.es.uec.ac.jp/,専攻: 基盤理工学専攻 ｜ ラボガイド番号: Ⅲ類-63 ｜ ラボガイド更新: 2025-07-03 ｜ 出典: https://www.uec.ac.jp/arc/laboguide.html （https://www.uec.ac.jp/arc/assets/labs.json を2026-09-10取得） ｜ 居室出典: 研究室HP https://www.m-lab.es.uec.ac.jp/
